randomisationGroup,pool,groupTotalMessages,groupMicroDialogs,poolVariants,microDialog,folderPath,order,nodeUid,type,comment,resultVariable,answerType,channel,containsRules,isCommand,triggerExprs,en-GB,ro-RO
r_PromptForInhalingMedication_Stage0,r_PromptForInhalingMedication_Stage0 @ Prompt patient to take third dose of controller medication,3,3,1,Prompt patient to take third dose of controller medication,Prompt patient to take controller medication,5,md-049#005,message,To be sent if inhaler sensor data indicates that three medication inhalations have already been conducted,$myThirdMedication_DoseRelease,select one,👤 App/partner message to participant,2,no,$claidNumberOfInhalationsCompleted calculated value is bigger or equal than 3 ; $medicationNumberOfRegularRemindersIssued calculated value equals 0,"It seems like you already had your first, second and third puff of controller medication today. Is that correct?","Se pare că ați luat deja prima, a doua și a treia doză din medicamentul de control astăzi. Este corect?"
r_PromptForInhalingMedication_Stage1_Push,r_PromptForInhalingMedication_Stage1_Push @ Prompt patient to take third dose of controller medication,24,3,8,Prompt patient to take third dose of controller medication,Prompt patient to take controller medication,8,md-049#008,message,Sent as push notification; Contingent on inhaler sensor data.,,expects NO answer,👤 App/partner message to participant,0,no,,🌟 Quick reminder: It's inhaler time! Let's keep those lungs happy and ready for all your adventures! 😊,🌟 Hei! E timpul pentru inhalator! Hai să ne păstrăm plămânii fericiți și pregătiți de aventură! 😊
r_PromptForInhalingMedication_Stage1_Push,r_PromptForInhalingMedication_Stage1_Push @ Prompt patient to take third dose of controller medication,24,3,8,Prompt patient to take third dose of controller medication,Prompt patient to take controller medication,9,md-049#009,message,Sent as push notification; Contingent on inhaler sensor data.,,expects NO answer,👤 App/partner message to participant,0,no,,"""⏰ Inhaler check! A small step for you, a big win for your lungs. Take it now and keep breathing easy!",⏰ Nu uita de inhalator! Un puf mic și plămânii tăi sunt gata de acțiune. Ia-l acum și continuă să respiri ușor!
r_PromptForInhalingMedication_Stage1_Push,r_PromptForInhalingMedication_Stage1_Push @ Prompt patient to take third dose of controller medication,24,3,8,Prompt patient to take third dose of controller medication,Prompt patient to take controller medication,10,md-049#010,message,Sent as push notification; Contingent on inhaler sensor data.,,expects NO answer,👤 App/partner message to participant,0,no,,Friendly reminder: Inhaler time! 🕒 Keep up the great work and breathe easy! 😌,"Hei, e timpul pentru inhalator! 🕒 Ține-o tot așa și respiră ușor! 😌"
r_PromptForInhalingMedication_Stage1_Push,r_PromptForInhalingMedication_Stage1_Push @ Prompt patient to take third dose of controller medication,24,3,8,Prompt patient to take third dose of controller medication,Prompt patient to take controller medication,11,md-049#011,message,Sent as push notification; Contingent on inhaler sensor data.,,expects NO answer,👤 App/partner message to participant,0,no,,Quick check-in: Have you used your inhaler today? 🌞 Let's keep those airways clear! ✨,O verificare rapidă: ai folosit inhalatorul azi? 🌞 Hai să păstrăm căile respiratorii libere! ✨
r_PromptForInhalingMedication_Stage1_Push,r_PromptForInhalingMedication_Stage1_Push @ Prompt patient to take third dose of controller medication,24,3,8,Prompt patient to take third dose of controller medication,Prompt patient to take controller medication,12,md-049#012,message,Sent as push notification; Contingent on inhaler sensor data.,,expects NO answer,👤 App/partner message to participant,0,no,,✨ Inhaler moment! Just a quick puff to keep everything under control. You're a pro at this! 🦸‍♂️🦸‍♀️,✨ E momentul pentru inhalator! Un puf rapid și totul e sub control. Ești super la asta! 🦸‍♂️🦸‍♀️
r_PromptForInhalingMedication_Stage1_Push,r_PromptForInhalingMedication_Stage1_Push @ Prompt patient to take third dose of controller medication,24,3,8,Prompt patient to take third dose of controller medication,Prompt patient to take controller medication,13,md-049#013,message,Sent as push notification; Contingent on inhaler sensor data.,,expects NO answer,👤 App/partner message to participant,0,no,,🌈 Inhaler time! Keep up the great work and make this a routine. You're on the right track to feeling awesome! 🎉,🌈 A venit timpul pentru inhalator! Ține-o tot așa și fă din asta o rutină. Te vei simți grozav! 🎉
r_PromptForInhalingMedication_Stage1_Push,r_PromptForInhalingMedication_Stage1_Push @ Prompt patient to take third dose of controller medication,24,3,8,Prompt patient to take third dose of controller medication,Prompt patient to take controller medication,14,md-049#014,message,Sent as push notification; Contingent on inhaler sensor data.,,expects NO answer,👤 App/partner message to participant,0,no,,🌿 Quick reminder: It's time for your inhaler. Let's keep those lungs in top shape for all the fun ahead! 🌟,🌿 O mică reamintire: e timpul să folosești inhalatorul. Hai să-ți păstrăm plămânii în formă pentru toată distracția care ne așteaptă! 🌟
r_PromptForInhalingMedication_Stage1_Push,r_PromptForInhalingMedication_Stage1_Push @ Prompt patient to take third dose of controller medication,24,3,8,Prompt patient to take third dose of controller medication,Prompt patient to take controller medication,15,md-049#015,message,Sent as push notification; Contingent on inhaler sensor data.,,expects NO answer,👤 App/partner message to participant,0,no,,Hi $participantName! Time for your inhaler. Every puff counts towards a healthier you! 🌟,"Bună, $participantName! E timpul pentru inhalatorul tău. Fiecare puf te ajută să fii mai sănătos! 🌟"
r_PromptForInhalingMedication_Stage2,r_PromptForInhalingMedication_Stage2 @ Prompt patient to take third dose of controller medication,3,3,1,Prompt patient to take third dose of controller medication,Prompt patient to take controller medication,18,md-049#018,message,Contingent on inhaler sensor data,$myThirdMedication_readinessForInhalingControllerMedication,select one,👤 App/partner message to participant,0,no,,Is this a good time point to inhale your controller medication?,Este momentul potrivit să folosești inhalatorul cu medicamentul tău de control?
r_PromptForInhalingMedication_Stage3,r_PromptForInhalingMedication_Stage3 @ Prompt patient to take third dose of controller medication,3,3,1,Prompt patient to take third dose of controller medication,Prompt patient to take controller medication,20,md-049#020,message,To be shown if $myThirdMedication_readinessForInhalingControllerMedication=1,$myThirdMedication_inhalerWithinReach,select one,👤 App/partner message to participant,1,no,$myThirdMedication_readinessForInhalingControllerMedication calculated value equals 1,Do you have your controller medication inhaler handy?,Ai inhalatorul de control aproape de tine?
r_StartInhalation,r_StartInhalation @ Prompt patient to take third dose of controller medication,3,3,1,Prompt patient to take third dose of controller medication,Prompt patient to take controller medication,22,md-049#022,message,To be shown if $myThirdMedication_readinessForInhalingControllerMedication=1 and $myThirdMedication_inhalerWithinReach=1,$myThirdMedication_inhalationStart,select one,👤 App/partner message to participant,2,no,$myThirdMedication_readinessForInhalingControllerMedication calculated value equals 1 ; $myThirdMedication_inhalerWithinReach calculated value equals 1,Please tap when ready!,Apasă butonul când ești gata!
r_PostponeInhalation,r_PostponeInhalation @ Prompt patient to take third dose of controller medication,9,3,1,Prompt patient to take third dose of controller medication,Prompt patient to take controller medication,29,md-049#029,message,To be shown if $myThirdMedication_readinessForInhalingControllerMedication not equal to 1,$myThirdMedication_timeDelayForInhalation,select one,👤 App/partner message to participant,3,no,$myThirdMedication_timeDelayForInhalation calculated value equals -99 ; $myThirdMedication_readinessForInhalingControllerMedication calculated value not equals 1 ; $myThirdMedication_newTimeForThirdMedication text value equals -99,When would you like to be reminded again?,Când ai vrea să-ți mai amintim din nou?
r_PostponeInhalation,r_PostponeInhalation @ Prompt patient to take third dose of controller medication,9,3,1,Prompt patient to take third dose of controller medication,Prompt patient to take controller medication,30,md-049#030,message,To be shown if $myThirdMedication_inhalerWithinReach not equal to 1,$myThirdMedication_timeDelayForInhalation,select one,👤 App/partner message to participant,3,no,$myThirdMedication_timeDelayForInhalation calculated value equals -99 ; $myThirdMedication_inhalerWithinReach calculated value not equals 1 ; $myThirdMedication_newTimeForThirdMedication text value equals -99,When would you like to be reminded again?,Când ai vrea să-ți mai amintim din nou?
r_PostponeInhalation,r_PostponeInhalation @ Prompt patient to take third dose of controller medication,9,3,1,Prompt patient to take third dose of controller medication,Prompt patient to take controller medication,31,md-049#031,message,To be shown if $myThirdMedication_inhalationStart not equal to 1,$myThirdMedication_timeDelayForInhalation,select one,👤 App/partner message to participant,3,no,$myThirdMedication_timeDelayForInhalation calculated value equals -99 ; $myThirdMedication_inhalationStart calculated value not equals 1 ; $myThirdMedication_newTimeForThirdMedication text value equals -99,When would you like to be reminded again?,Când ai vrea să-ți mai amintim din nou?
r_PostponeACQ,r_PostponeACQ @ Prompt patient to take third dose of controller medication,8,4,1,Prompt patient to take third dose of controller medication,Prompt patient to take controller medication,34,md-049#034,message,"Ask user to enter precise new time, if user wishes to",$myThirdMedication_newTimeForThirdMedication,time,👤 App/partner message to participant,2,no,$myThirdMedication_newTimeForThirdMedication text value equals -99 ; $myThirdMedication_timeDelayForInhalation  calculated value equals 4,When would you like to be reminded again?,Când vrei să primești următoarea reamintire?
r_PromptForACQ_Stage1_Push,r_PromptForACQ_Stage1_Push @ Prompt patient to answer questions of the ACQ,10,1,10,Prompt patient to answer questions of the ACQ,,4,md-050#004,message,Sent as push notification,,expects NO answer,👤 App/partner message to participant,0,no,,Hey there! ⏰ It's time to check in on your asthma with the questionnaire. Let’s see how you're doing! 💨,Hei! ⏰ E timpul să faci un mic bilanț al astmului cu ajutorul chestionarului. Hai să vedem cum te descurci! 💨
r_PromptForACQ_Stage1_Push,r_PromptForACQ_Stage1_Push @ Prompt patient to answer questions of the ACQ,10,1,10,Prompt patient to answer questions of the ACQ,,5,md-050#005,message,Sent as push notification,,expects NO answer,👤 App/partner message to participant,0,no,,Reminder: it's time for your asthma test! 📝 Just a few questions to help keep your asthma under control. 💙,Reamintire: e momentul testului de astm! 📝 Doar câteva întrebări care te ajută să-ți ții astmul sub control. 💙
r_PromptForACQ_Stage1_Push,r_PromptForACQ_Stage1_Push @ Prompt patient to answer questions of the ACQ,10,1,10,Prompt patient to answer questions of the ACQ,,6,md-050#006,message,Sent as push notification,,expects NO answer,👤 App/partner message to participant,0,no,,Don't forget! 🎯 It's time to fill out your asthma questionnaire so we can see how things are going! 🌟,Nu uita! 🎯 Completează chestionarul de astm ca să vedem cum merge totul! 🌟
r_PromptForACQ_Stage1_Push,r_PromptForACQ_Stage1_Push @ Prompt patient to answer questions of the ACQ,10,1,10,Prompt patient to answer questions of the ACQ,,7,md-050#007,message,Sent as push notification,,expects NO answer,👤 App/partner message to participant,0,no,,Quick check-in time! 😊 Fill out your asthma control test today to keep track of your progress. 🚀,E timpul pentru un control rapid! 😊 Completează azi testul ca să urmărești progresul. 🚀
r_PromptForACQ_Stage1_Push,r_PromptForACQ_Stage1_Push @ Prompt patient to answer questions of the ACQ,10,1,10,Prompt patient to answer questions of the ACQ,,8,md-050#008,message,Sent as push notification,,expects NO answer,👤 App/partner message to participant,0,no,,"Hey, it's time for your asthma control quiz! 📋 Let’s make sure everything is in check. You got this! 💪","Hei, e momentul testului tău de control al astmului! 📋 Hai să ne asigurăm că totul e bine. Tu poți! 💪"
r_PromptForACQ_Stage1_Push,r_PromptForACQ_Stage1_Push @ Prompt patient to answer questions of the ACQ,10,1,10,Prompt patient to answer questions of the ACQ,,9,md-050#009,message,Sent as push notification,,expects NO answer,👤 App/partner message to participant,0,no,,Time to fill out your asthma questionnaire! 📝 It's a great way to see how well you're managing. Keep up the awesome work! 🙌,E timpul să completezi chestionarul despre astm! 📝 E o metodă grozavă să vezi cât de bine te descurci. Continuă așa! 🙌
r_PromptForACQ_Stage1_Push,r_PromptForACQ_Stage1_Push @ Prompt patient to answer questions of the ACQ,10,1,10,Prompt patient to answer questions of the ACQ,,10,md-050#010,message,Sent as push notification,,expects NO answer,👤 App/partner message to participant,0,no,,Friendly reminder: it’s time to complete your asthma control test! 🎯 Let's keep things running smoothly! 💨,O reamnitire prietenoasă: e timpul pentru testul de control al astmului! 🎯 Hai să vedem că totul merge bine! 💨
r_PromptForACQ_Stage1_Push,r_PromptForACQ_Stage1_Push @ Prompt patient to answer questions of the ACQ,10,1,10,Prompt patient to answer questions of the ACQ,,11,md-050#011,message,Sent as push notification,,expects NO answer,👤 App/partner message to participant,0,no,,Let’s take a moment to fill out your asthma test today! 🌈 It’s a great way to stay on top of your health. 🩺,"Hai să ne luăm un moment ca să completăm testul de astm azi! 🌈E un pas simplu, dar important, pentru a-ți ține sănătatea sub control. 🩺"
r_PromptForACQ_Stage1_Push,r_PromptForACQ_Stage1_Push @ Prompt patient to answer questions of the ACQ,10,1,10,Prompt patient to answer questions of the ACQ,,12,md-050#012,message,Sent as push notification,,expects NO answer,👤 App/partner message to participant,0,no,,Hey! It's time for your asthma control check! 💡 Answering a few questions will help us keep you breathing easy. 😊,"Hei, a sosit momentul să verificăm cum stai cu astmul! 💡 Răspunde la câteva întrebări rapide și află cum poți continua să respiri ușor și liniștit. 😊"
r_PromptForACQ_Stage1_Push,r_PromptForACQ_Stage1_Push @ Prompt patient to answer questions of the ACQ,10,1,10,Prompt patient to answer questions of the ACQ,,13,md-050#013,message,Sent as push notification,,expects NO answer,👤 App/partner message to participant,0,no,,Don’t forget to complete your asthma questionnaire! 📋 It's an important step in making sure everything's going great. 💙,Nu uita să completezi chestionarul pentru astm! 📋 E un pas important să ne asigurăm că totul e în regulă. 💙
r_PromptForACQ_Stage2,r_PromptForACQ_Stage2 @ Prompt patient to answer questions of the ACQ,2,2,1,Prompt patient to answer questions of the ACQ,,14,md-050#014,message,Ask user whether this is a good time point to fill out the ACQ,$readinessForACQ,select one,👤 App/partner message to participant,0,no,,Is this a good time point to fill out your asthma test? 📋💖📈🤗,Este un moment bun ca să faci testul de astm? 📋💖📈🤗
r_PostponeACQ,r_PostponeACQ @ Prompt patient to answer questions of the ACQ,8,4,2,Prompt patient to answer questions of the ACQ,,30,md-050#030,message,Empty message,,time,👤 App/partner message to participant,2,no,$newTimeForACQ text value equals -99 ; $readinessForACQ calculated value not equals 1,[not set],[not set]
r_PostponeACQ,r_PostponeACQ @ Prompt patient to answer questions of the ACQ,8,4,2,Prompt patient to answer questions of the ACQ,,32,md-050#032,message,To be shown if $readinessForACQ=0 OR $fillOutACQStart=0,$newTimeForACQ,time,👤 App/partner message to participant,2,no,$newTimeForACQ text value equals -99 ; $readinessForACQ calculated value not equals 1,When would you like to be reminded again?,Când vrei să primești următoarea reamintire?
r_PostponeACQ,r_PostponeACQ @ Prompt patient to answer questions of the ACQ,8,4,2,Prompt patient to answer questions of the ACQ,,33,md-050#033,message,To be shown if $readinessForACQ=0 OR $fillOutACQStart=0,$newTimeForACQ,time,👤 App/partner message to participant,2,no,$newTimeForACQ text value equals -99 ; $fillOutACQStart calculated value not equals 1,When would you like to be reminded again?,Când vrei să primești următoarea reamintire?
r_PostponeACQ,r_PostponeACQ @ Prompt patient to answer questions of the ACQ,8,4,2,Prompt patient to answer questions of the ACQ,,34,md-050#034,message,To be shown if $readinessForACQ=0 OR $fillOutACQStart=0,$newTimeForACQ,time,👤 App/partner message to participant,2,no,$newTimeForACQ text value equals -99 ; $readinessForACQ calculated value not equals 1,What would be a good time for filling out the asthma test?,Care e momentul cel mai bun pentru tine să faci testul de astm?
r_PostponeACQ,r_PostponeACQ @ Prompt patient to answer questions of the ACQ,8,4,2,Prompt patient to answer questions of the ACQ,,35,md-050#035,message,To be shown if $readinessForACQ=0 OR $fillOutACQStart=0,$newTimeForACQ,time,👤 App/partner message to participant,2,no,$newTimeForACQ text value equals -99 ; $fillOutACQStart calculated value not equals 1,What would be a good time for filling out the asthma test?,Care e momentul cel mai bun pentru tine să faci testul de astm?
r_ReminderClinicVisit_Push,r_ReminderClinicVisit_Push @ Reminder quarterly clinic visits,10,1,10,Reminder quarterly clinic visits,,3,md-051#003,message,"Sent as push notification. Triggered by data and time of the clinic visit schedulled at enrollment or during the last visit at the clinic. If the patient or the doctor reschedule the visits, this needs to be updated by the doctor/study nurse using the dashboard. Ideally, rescheduling should be done through the chatbot.",,expects NO answer,👤 App/partner message to participant,0,no,,"Hey! Just a reminder, your doctor’s appointment is coming up on $dateOfNextClinicVisit at $timeOfNextClinicVisit at $clinicAddress. 🩺 Don’t forget! 😊","Hei, doar o mică reamintire: programarea ta la medic e în curând, pe $dateOfNextClinicVisit la $timeOfNextClinicVisit, la $clinicAddress. 🩺 Nu uita! 😊"
r_ReminderClinicVisit_Push,r_ReminderClinicVisit_Push @ Reminder quarterly clinic visits,10,1,10,Reminder quarterly clinic visits,,4,md-051#004,message,"Sent as push notification. Triggered by data and time of the clinic visit schedulled at enrollment or during the last visit at the clinic. If the patient or the doctor reschedule the visits, this needs to be updated by the doctor/study nurse using the dashboard. Ideally, rescheduling should be done through the chatbot.",,expects NO answer,👤 App/partner message to participant,0,no,,Heads up! ⏰ You’ve got a clinic visit with your doctor on $dateOfNextClinicVisit at $timeOfNextClinicVisit at $clinicAddress. Let’s make sure you’re all set! 💼,"Atenție! ⏰ Ai o vizită la clinică cu medicul pe $dateOfNextClinicVisit la $timeOfNextClinicVisit, la $clinicAddress. Hai să ne asigurăm că ai tot ce îți trebuie! 💼"
r_ReminderClinicVisit_Push,r_ReminderClinicVisit_Push @ Reminder quarterly clinic visits,10,1,10,Reminder quarterly clinic visits,,5,md-051#005,message,"Sent as push notification. Triggered by data and time of the clinic visit schedulled at enrollment or during the last visit at the clinic. If the patient or the doctor reschedule the visits, this needs to be updated by the doctor/study nurse using the dashboard. Ideally, rescheduling should be done through the chatbot.",,expects NO answer,👤 App/partner message to participant,0,no,,Your next doctor’s appointment is on $dateOfNextClinicVisit at $timeOfNextClinicVisit at $clinicAddress. 🗓️ It’s a great chance to check in on your asthma! 💙,"Următoarea ta programare la medic este pe $dateOfNextClinicVisit la $timeOfNextClinicVisit, la $clinicAddress. 🗓️ Este o ocazie grozavă să îți verifici starea astmului! 💙"
r_ReminderClinicVisit_Push,r_ReminderClinicVisit_Push @ Reminder quarterly clinic visits,10,1,10,Reminder quarterly clinic visits,,6,md-051#006,message,"Sent as push notification. Triggered by data and time of the clinic visit schedulled at enrollment or during the last visit at the clinic. If the patient or the doctor reschedule the visits, this needs to be updated by the doctor/study nurse using the dashboard. Ideally, rescheduling should be done through the chatbot.",,expects NO answer,👤 App/partner message to participant,0,no,,Friendly reminder: you’ve got a visit with your doctor at $clinicAddress on $dateOfNextClinicVisit at $timeOfNextClinicVisit. 🩺 You’re doing great—let’s keep it up! 🚀,O reamnitire prietenoasă: programarea cu medicul tău e la $clinicAddress pe $dateOfNextClinicVisit la $timeOfNextClinicVisit. 🩺 Te descurci grozav — să continuăm așa! 🚀
r_ReminderClinicVisit_Push,r_ReminderClinicVisit_Push @ Reminder quarterly clinic visits,10,1,10,Reminder quarterly clinic visits,,7,md-051#007,message,"Sent as push notification. Triggered by data and time of the clinic visit schedulled at enrollment or during the last visit at the clinic. If the patient or the doctor reschedule the visits, this needs to be updated by the doctor/study nurse using the dashboard. Ideally, rescheduling should be done through the chatbot.",,expects NO answer,👤 App/partner message to participant,0,no,,Don’t forget your doctor’s appointment on $dateOfNextClinicVisit at $timeOfNextClinicVisit at $clinicAddress! 🏥 It’s the perfect time to talk about how you’ve been feeling. 💬,"Nu uita de programarea la medic pe $dateOfNextClinicVisit la $timeOfNextClinicVisit, la $clinicAddress! 🏥 E momentul perfect să vorbim despre cum te simți. 💬"
r_ReminderClinicVisit_Push,r_ReminderClinicVisit_Push @ Reminder quarterly clinic visits,10,1,10,Reminder quarterly clinic visits,,8,md-051#008,message,"Sent as push notification. Triggered by data and time of the clinic visit schedulled at enrollment or during the last visit at the clinic. If the patient or the doctor reschedule the visits, this needs to be updated by the doctor/study nurse using the dashboard. Ideally, rescheduling should be done through the chatbot.",,expects NO answer,👤 App/partner message to participant,0,no,,Hey! Your next clinic visit is on $dateOfNextClinicVisit at $timeOfNextClinicVisit at $clinicAddress. 🗓️ Let’s get ready to check in with your doctor! 🙌,"Hei, următoarea ta vizită la clinică e pe $dateOfNextClinicVisit la $timeOfNextClinicVisit, la $clinicAddress. 🗓️Hai să ne pregătim pentru a te consulta cu doctorul tău! 🙌"
r_ReminderClinicVisit_Push,r_ReminderClinicVisit_Push @ Reminder quarterly clinic visits,10,1,10,Reminder quarterly clinic visits,,9,md-051#009,message,"Sent as push notification. Triggered by data and time of the clinic visit schedulled at enrollment or during the last visit at the clinic. If the patient or the doctor reschedule the visits, this needs to be updated by the doctor/study nurse using the dashboard. Ideally, rescheduling should be done through the chatbot.",,expects NO answer,👤 App/partner message to participant,0,no,,Reminder: your doctor’s appointment is just around the corner on $dateOfNextClinicVisit at $timeOfNextClinicVisit at $clinicAddress! 🏥 Let’s make sure everything’s ready. 🌟,"Nu uita: Programarea ta la doctor se apropie în curând, pe $dateOfNextClinicVisit la $timeOfNextClinicVisit, la $clinicAddress! 🏥 Hai să ne asigurăm că totul este pregătit! 🌟"
r_ReminderClinicVisit_Push,r_ReminderClinicVisit_Push @ Reminder quarterly clinic visits,10,1,10,Reminder quarterly clinic visits,,10,md-051#010,message,"Sent as push notification. Triggered by data and time of the clinic visit schedulled at enrollment or during the last visit at the clinic. If the patient or the doctor reschedule the visits, this needs to be updated by the doctor/study nurse using the dashboard. Ideally, rescheduling should be done through the chatbot.",,expects NO answer,👤 App/partner message to participant,0,no,,"Your doctor’s visit is coming up soon! 📅 It’s on $dateOfNextClinicVisit at $timeOfNextClinicVisit at $clinicAddress. You’re doing amazing, and this will help keep you on track! 😊","Vizita ta la medic se apropie! 📅 E pe $dateOfNextClinicVisit la $timeOfNextClinicVisit, la $clinicAddress. Te descurci foarte bine și asta te ajută să rămâi pe drumul cel bun! 😊"
r_ReminderClinicVisit_Push,r_ReminderClinicVisit_Push @ Reminder quarterly clinic visits,10,1,10,Reminder quarterly clinic visits,,11,md-051#011,message,"Sent as push notification. Triggered by data and time of the clinic visit schedulled at enrollment or during the last visit at the clinic. If the patient or the doctor reschedule the visits, this needs to be updated by the doctor/study nurse using the dashboard. Ideally, rescheduling should be done through the chatbot.",,expects NO answer,👤 App/partner message to participant,0,no,,Don’t forget! 📋 Your appointment with the doctor is on $dateOfNextClinicVisit at $timeOfNextClinicVisit at $clinicAddress. It’s a good time to ask any questions you have! 💡,"Nu uita! 📋 Programarea ta la medic e pe $dateOfNextClinicVisit la $timeOfNextClinicVisit, la $clinicAddress. E un moment bun să pui orice întrebare! 💡"
r_ReminderClinicVisit_Push,r_ReminderClinicVisit_Push @ Reminder quarterly clinic visits,10,1,10,Reminder quarterly clinic visits,,12,md-051#012,message,"Sent as push notification. Triggered by data and time of the clinic visit schedulled at enrollment or during the last visit at the clinic. If the patient or the doctor reschedule the visits, this needs to be updated by the doctor/study nurse using the dashboard. Ideally, rescheduling should be done through the chatbot.",,expects NO answer,👤 App/partner message to participant,0,no,,You’ve got a doctor’s appointment on $dateOfNextClinicVisit at $timeOfNextClinicVisit at $clinicAddress. 🏥 Let’s make sure your asthma is on point! 💪,"Ai o programare la medic pe $dateOfNextClinicVisit la $timeOfNextClinicVisit, la $clinicAddress. 🏥 Hai să ne asigurăm că astmul tău e bine gestionat! 💪"
r_QueryAboutPotentialNeedToRescheduleClinicVisit,r_QueryAboutPotentialNeedToRescheduleClinicVisit @ Reminder quarterly clinic visits,1,1,1,Reminder quarterly clinic visits,,13,md-051#013,message,---,$needToRescheduleClinicVisit,select one,👤 App/partner message to participant,0,no,,Will you be able to go to this appointment or do you need to reschedule?,Vei putea merge la această programare sau trebuie să o amâni??
r_ConfirmThatClinicVisitWillBeRescheduled,r_ConfirmThatClinicVisitWillBeRescheduled @ Reminder quarterly clinic visits,1,1,1,Reminder quarterly clinic visits,,14,md-051#014,message,To be shown if $needToRescheduleClinicVisit=1,,expects NO answer,👤 App/partner message to participant,0,no,,"You will soon be contacted by our clinical staff to reschedule your doctor's appointment. 📅👩‍⚕️
If you don't hear from us within a few days, please call the clinic.📞🏥","În curând te va contacta personalul clinicii pentru a reprograma vizita la medic. 📅👩‍⚕️Dacă nu primești vești de la noi în câteva zile, te rugăm să suni la clinică. 📞🏥"
r_PromptForWatchingEducationalContent_Stage2,r_PromptForWatchingEducationalContent_Stage2 @ Interaction with educational content and rescheduling,1,1,1,Interaction with educational content and rescheduling,Prompt patient to watch/read/listen educational material,8,md-053#008,message,---,$readinessForEducationalMaterial,select one,👤 App/partner message to participant,0,no,,"Is this a good time point to interact with educational material related to asthma, asthma treatments, and asthma management? 🧐📖","Este acesta un moment bun pentru a interacționa cu materiale educaționale legate de astm, tratamente pentru astm și gestionarea astmului? 🧐📖"
r_StartInteractionWithEducationalMaterial,r_StartInteractionWithEducationalMaterial @ Interaction with educational content and rescheduling,3,3,1,Interaction with educational content and rescheduling,Prompt patient to watch/read/listen educational material,9,md-053#009,message,To be shown if $readinessForEducationalMaterial=1.,$startInteractingWithEducationalMaterialUnit,select one,👤 App/partner message to participant,1,no,$readinessForEducationalMaterial calculated value equals 1,Please tap when ready!,Apasă butonul când ești gata!
r_PostponeInteractionWithEducationalMaterial,r_PostponeInteractionWithEducationalMaterial @ Interaction with educational content and rescheduling,2,1,2,Interaction with educational content and rescheduling,Prompt patient to watch/read/listen educational material,13,md-053#013,message,To be shown if $startInteractingWithEducationalMaterialUnit=0,$newTimeForInteractingWithEducationalMaterial,time,👤 App/partner message to participant,1,no,$startInteractingWithEducationalMaterialUnit calculated value equals 0,When would you like to be reminded again?,Când vrei să-ți reamintesc din nou?
r_PostponeInteractionWithEducationalMaterial,r_PostponeInteractionWithEducationalMaterial @ Interaction with educational content and rescheduling,2,1,2,Interaction with educational content and rescheduling,Prompt patient to watch/read/listen educational material,14,md-053#014,message,To be shown if $startInteractingWithEducationalMaterialUnit=0,$newTimeForInteractingWithEducationalMaterial,time,👤 App/partner message to participant,1,no,$startInteractingWithEducationalMaterialUnit calculated value equals 0,"What would be a good time for interacting with digital contents about asthma, asthma treatments, and asthma management?","Care ar fi un moment potrivit pentru interacțiunea cu conținut digital despre astm, tratamente pentru astm și gestionarea astmului?"
r_PromptForWatchingEducationalContent_Stage1,r_PromptForWatchingEducationalContent_Stage1 @ Introductory sentences for videos,17,3,6,Introductory sentences for videos,Prompt patient to watch/read/listen educational material / Interaction with educational content and rescheduling,1,md-054#001,message,---,,expects NO answer,👤 App/partner message to participant,0,no,,Hey! 📚 Want to learn more about asthma and how to manage it better? Check out this cool video! 🎥✨,Hei 📚 Vrei să afli mai multe despre astm și cum să-l gestionezi mai bine? Vezi acest videoclip interesant! 🎥✨
r_PromptForWatchingEducationalContent_Stage1,r_PromptForWatchingEducationalContent_Stage1 @ Introductory sentences for videos,17,3,6,Introductory sentences for videos,Prompt patient to watch/read/listen educational material / Interaction with educational content and rescheduling,2,md-054#002,message,---,,expects NO answer,👤 App/partner message to participant,0,no,,Curious about how asthma works and how to control it? 🧠💡 Check out this video made just for you! 📹,Ești curios cum funcționează astmul și cum să-l controlezi? 🧠💡 Urmărește acest videoclip creat special pentru tine! 📹
r_PromptForWatchingEducationalContent_Stage1,r_PromptForWatchingEducationalContent_Stage1 @ Introductory sentences for videos,17,3,6,Introductory sentences for videos,Prompt patient to watch/read/listen educational material / Interaction with educational content and rescheduling,3,md-054#003,message,---,,expects NO answer,👤 App/partner message to participant,0,no,,Learning about asthma doesn’t have to be boring! 🙌 Watch these fun educational tools and become a pro! 🎬,Învățarea despre astm nu trebuie să fie plictisitoare! 🙌 Verifică aceste materiale distractive și devine profesionist! 🎬
r_PromptForWatchingEducationalContent_Stage1,r_PromptForWatchingEducationalContent_Stage1 @ Introductory sentences for videos,17,3,6,Introductory sentences for videos,Prompt patient to watch/read/listen educational material / Interaction with educational content and rescheduling,4,md-054#004,message,---,,expects NO answer,👤 App/partner message to participant,0,no,,Hey! 😊 There are new ways to learn about your asthma—watch and feel more in charge! 🎥,Hei! 😊 Există nouă modalități de a învăța despre astmul tău – urmărește și simte-te mai responsabil! 🎥
